case,round,sample,wall_ms,thread_cpu_ms,device_ms,budget_ms
replay_transfer_1000_4_sequential,5,3,138.797646,137.591424,138.7750701904297,10
replay_transfer_1000_4_sequential,5,4,139.745306,137.685216,139.7224884033203,10
replay_transfer_1000_4_sequential,5,5,137.928963,137.463712,137.9067840576172,10
replay_transfer_1000_4_sequential,5,6,138.824047,137.61968,138.8013458251953,10
replay_transfer_1000_4_sequential,5,7,138.668588,137.428608,138.64675903320312,10
replay_transfer_1000_4_sequential,5,8,138.610636,137.73296,138.58837890625,10
replay_transfer_1000_4_sequential,5,9,138.966672,137.766656,138.94259643554688,10
replay_transfer_1000_4_sequential,5,10,138.614636,137.86576,138.5914306640625,10
replay_transfer_1000_4_sequential,5,11,137.910979,137.527104,137.87564086914062,10
replay_transfer_1000_4_sequential,5,12,139.405302,138.206784,139.38339233398438,10
replay_transfer_1000_4_sequential,5,13,138.565163,138.095168,138.54074096679688,10
replay_transfer_1000_4_sequential,5,14,138.92072,137.70944,138.89804077148438,10
replay_transfer_1000_4_sequential,5,15,138.773294,138.037056,138.74937438964844,10
replay_transfer_1000_4_sequential,5,16,139.654809,137.619648,139.6328887939453,10
replay_transfer_1000_4_sequential,5,17,139.152499,137.948704,139.1294403076172,10
replay_transfer_1000_4_sequential,5,18,139.28274,138.068512,139.25955200195312,10
replay_transfer_1000_4_sequential,5,19,139.045457,137.834464,139.02249145507812,10
replay_transfer_1000_4_sequential,5,20,139.122482,137.926304,139.0990753173828,10
replay_transfer_1000_4_sequential,5,21,138.702125,138.253472,138.6793975830078,10
replay_transfer_1000_4_sequential,5,22,138.933903,137.741312,138.91139221191406,10
replay_transfer_1000_4_sequential,5,23,138.767854,137.986368,138.74624633789062,10
replay_transfer_1000_4_sequential,5,24,140.094558,137.835936,140.0711669921875,10
replay_transfer_1000_4_sequential,5,25,139.913084,138.1432,139.88934326171875,10
replay_transfer_1000_4_sequential,5,26,138.998096,137.76464,138.97462463378906,10
replay_transfer_1000_4_sequential,5,27,139.145939,137.947776,139.12240600585938,10
replay_transfer_1000_4_sequential,5,28,139.882203,138.082944,139.85952758789062,10
replay_transfer_1000_4_sequential,5,29,139.201715,138.437024,139.17849731445312,10
replay_transfer_1000_4_sequential,5,30,139.281428,138.091136,139.25843811035156,10
replay_transfer_1000_4_sequential,5,31,140.089438,138.28928,140.065185546875,10
replay_transfer_1000_4_sequential,5,32,138.246855,137.433504,138.22271728515625,10
replay_transfer_1000_4_sequential,5,33,139.318388,138.138592,139.295654296875,10
replay_transfer_1000_4_sequential,5,34,138.424393,137.94608,138.40264892578125,10
replay_transfer_1000_4_sequential,5,35,140.250528,138.088576,140.227294921875,10
replay_transfer_1000_4_sequential,5,36,138.700461,138.316544,138.67686462402344,10
replay_transfer_1000_4_sequential,5,37,138.570378,138.106688,138.54722595214844,10
replay_transfer_1000_4_sequential,5,38,139.171603,137.997728,139.14732360839844,10
replay_transfer_1000_4_sequential,5,39,138.503689,138.05824,138.4804229736328,10
replay_500_4_sequential,5,0,69.968286,69.794592,69.68716430664062,10
replay_500_4_sequential,5,1,69.969822,69.762816,69.95011138916016,10
replay_500_4_sequential,5,2,69.726555,69.5304,69.70687866210938,10
replay_500_4_sequential,5,3,69.574329,69.367968,69.55506896972656,10
replay_500_4_sequential,5,4,69.502616,69.307424,69.48371124267578,10
replay_500_4_sequential,5,5,70.074144,69.874272,70.05414581298828,10
replay_500_4_sequential,5,6,69.73686,69.53856,69.7175064086914,10
replay_500_4_sequential,5,7,69.964702,69.744672,69.94569396972656,10
replay_500_4_sequential,5,8,70.203713,70.013696,70.18380737304688,10
replay_500_4_sequential,5,9,69.95235,69.770208,69.93292999267578,10
replay_500_4_sequential,5,10,70.032927,69.837632,70.01318359375,10
replay_500_4_sequential,5,11,70.18448,69.98128,70.16512298583984,10
replay_500_4_sequential,5,12,69.904061,69.73712,69.8851547241211,10
replay_500_4_sequential,5,13,70.131776,69.91936,70.11254119873047,10
replay_500_4_sequential,5,14,70.189057,69.993344,70.16957092285156,10
replay_500_4_sequential,5,15,69.847932,69.645824,69.82828521728516,10
replay_500_4_sequential,5,16,69.997406,69.792128,69.9783706665039,10
replay_500_4_sequential,5,17,70.051711,69.862112,70.03218841552734,10
replay_500_4_sequential,5,18,70.063936,69.877792,70.04438018798828,10
replay_500_4_sequential,5,19,69.921534,69.7352,69.90290832519531,10
replay_500_4_sequential,5,20,70.027486,69.812704,70.00707244873047,10
replay_500_4_sequential,5,21,70.103744,69.91408,70.08367919921875,10
replay_500_4_sequential,5,22,70.095743,69.882624,70.07676696777344,10
replay_500_4_sequential,5,23,70.058175,69.880512,70.038818359375,10
replay_500_4_sequential,5,24,69.949534,69.740992,69.93033599853516,10
replay_500_4_sequential,5,25,69.953854,69.750208,69.93440246582031,10
replay_500_4_sequential,5,26,70.147425,69.92912,70.12786865234375,10
replay_500_4_sequential,5,27,70.125696,69.941856,70.1058578491211,10
replay_500_4_sequential,5,28,70.328835,70.147136,70.30924987792969,10
replay_500_4_sequential,5,29,69.984286,69.799232,69.9648666381836,10
replay_500_4_sequential,5,30,70.058847,69.873696,70.03907012939453,10
replay_500_4_sequential,5,31,69.915997,69.702624,69.89615631103516,10
replay_500_4_sequential,5,32,70.054751,69.853792,70.03561401367188,10
replay_500_4_sequential,5,33,70.037502,69.842336,70.01929473876953,10
replay_500_4_sequential,5,34,70.044191,69.86096,70.0257568359375,10
replay_500_4_sequential,5,35,69.975614,69.75952,69.95654296875,10
replay_500_4_sequential,5,36,70.038783,69.836544,70.01958465576172,10
replay_500_4_sequential,5,37,69.924925,69.742848,69.90617370605469,10
replay_500_4_sequential,5,38,70.053695,69.850176,70.03359985351562,10
replay_500_4_sequential,5,39,70.106943,69.8936,70.08659362792969,10
replay_transfer_1000_1_batch,5,0,2.744227,2.733376,2.72108793258667,10
replay_transfer_1000_1_batch,5,1,2.765188,2.732288,2.745151996612549,10
replay_transfer_1000_1_batch,5,2,2.78234,2.755392,2.762752056121826,10
replay_transfer_1000_1_batch,5,3,2.719842,2.715712,2.6997759342193604,10
replay_transfer_1000_1_batch,5,4,2.732419,2.714752,2.7117760181427,10
replay_transfer_1000_1_batch,5,5,2.760835,2.741568,2.740000009536743,10
replay_transfer_1000_1_batch,5,6,2.734147,2.702656,2.7149438858032227,10
replay_transfer_1000_1_batch,5,7,2.746563,2.734784,2.726207971572876,10
replay_transfer_1000_1_batch,5,8,2.742691,2.721216,2.7225279808044434,10
replay_transfer_1000_1_batch,5,9,2.767971,2.73904,2.7480320930480957,10
