case,round,sampled_rss_peak_bytes,sampled_rss_increase_bytes,pss_after_bytes,steady_output_fps,python_copy_payload_MB_s,python_copy_read_write_MB_s,compressed_payload_MB_s
jetson_jetson_test_640x360_paced_software_native,2,85225472,65613824,65048576,25.002443460273096,0.0,0.0,0.09456561762884338
jetson_jetson_test_640x360_throughput_nvdec_rgb,2,85020672,65294336,59744256,400.49056277183854,276.8190769878948,553.6381539757896,1.5147574469358807
jetson_jetson_test_640x360_paced_nvdec_native,2,84246528,64765952,61132800,24.989924938589308,0.0,0.0,0.0945182693871922
jetson_jetson_test_640x360_throughput_software_rgb,2,91025408,71217152,70350848,204.5290762151755,141.3704974799293,282.7409949598586,0.7735811280236204
jetson_jetson_test_640x360_paced_software_rgb,2,88682496,68874240,68554752,25.001040068435678,17.28071889530274,34.56143779060548,0.09456030964300226
jetson_jetson_test_640x360_throughput_software_native,2,85258240,65552384,65009664,730.7194009497616,0.0,0.0,2.7637671323600257
jetson_jetson_test_640x360_throughput_nvdec_native,2,78065664,58359808,54635520,1354.9892628013588,0.0,0.0,5.124914959646192
jetson_jetson_test_640x360_paced_nvdec_native,3,80076800,60252160,54811648,24.996001893691066,0.0,0.0,0.09454125398121452
jetson_jetson_test_640x360_throughput_software_native,3,85295104,65630208,65119232,726.5193811966252,0.0,0.0,2.7478815865076864
jetson_jetson_test_640x360_paced_software_native,3,91512832,71700480,71232512,25.001128305954232,0.0,0.0,0.09456064337980097
jetson_jetson_test_640x360_throughput_nvdec_native,3,82268160,62640128,56607744,1352.8503453613562,0.0,0.0,5.1168250283923795
jetson_jetson_test_640x360_paced_software_rgb,3,95199232,75378688,75009024,24.996204037031394,17.2773762303961,34.5547524607922,0.09454201853888096
jetson_jetson_test_640x360_throughput_software_rgb,3,88748032,68935680,68473856,214.1365641652612,148.01119315102855,296.0223863020571,0.8099190976826708
jetson_jetson_test_640x360_throughput_nvdec_rgb,3,85254144,65466368,59828224,407.4877810549884,281.65555426520797,563.3111085304159,1.541222711008222
jetson_jetson_test_640x360_paced_nvdec_rgb,3,87449600,67584000,63983616,24.99262071067875,17.27489943522115,34.5497988704423,0.0945284654847468
jetson_jetson_test_640x360_throughput_nvdec_rgb,4,85000192,65282048,59876352,403.597916696897,278.9668800208952,557.9337600417904,1.5265102519599765
jetson_jetson_test_640x360_throughput_software_native,4,85184512,65576960,64851968,722.5618532344002,0.0,0.0,2.732913206452119
jetson_jetson_test_640x360_throughput_nvdec_native,4,84287488,64573440,59079680,1337.2594432931498,0.0,0.0,5.057856260567211
jetson_jetson_test_640x360_paced_nvdec_rgb,4,85319680,65507328,61842432,24.990963070677257,17.27375367445212,34.54750734890424,0.09452219586750732
jetson_jetson_test_640x360_throughput_software_rgb,4,86491136,66785280,66434048,208.97480534109084,144.443385451762,288.886770903524,0.790396009387945
jetson_jetson_test_640x360_paced_software_native,4,86941696,67305472,66952192,24.998334053975466,0.0,0.0,0.09455007480618924
jetson_jetson_test_640x360_paced_software_rgb,4,88682496,69042176,68478976,25.004149031585072,17.282867810631604,34.56573562126321,0.0945720685345232
jetson_jetson_test_640x360_paced_nvdec_native,4,79994880,60334080,56697856,24.988890107169023,0.0,0.0,0.09451435539084393
jetson_jetson_test_640x360_paced_software_native,5,87195648,67383296,67099648,25.00162472806601,0.0,0.0,0.094562520974832
jetson_jetson_test_640x360_paced_nvdec_rgb,5,83103744,63410176,59525120,24.992005149804946,17.274473959545176,34.54894791909035,0.09452613727653339
jetson_jetson_test_640x360_throughput_nvdec_rgb,5,85237760,65449984,59840512,398.5894235960359,275.50500958958,551.01001917916,1.5075668537187088
jetson_jetson_test_640x360_paced_nvdec_native,5,82423808,62636032,58762240,24.991594898926987,0.0,0.0,0.09452458560308521
jetson_jetson_test_640x360_throughput_software_rgb,5,92913664,73125888,72772608,213.37375974640497,147.4839427367151,294.9678854734302,0.8070339768298324
jetson_jetson_test_640x360_throughput_nvdec_native,5,77864960,58257408,52253696,1594.1061978142857,0.0,0.0,6.029316190707567
jetson_jetson_test_640x360_paced_software_rgb,5,95408128,75657216,75192320,24.99897860716768,17.2792940132743,34.5585880265486,0.0945525126707449
jetson_jetson_test_640x360_throughput_software_native,5,82849792,63148032,62703616,728.2660305955312,0.0,0.0,2.7544878599885583
jetson_jetson_test_1280x720_throughput_nvdec_native,0,79216640,59555840,54820864,1006.699565338207,0.0,0.0,13.729571363270118
jetson_jetson_test_1280x720_paced_nvdec_native,0,83124224,63553536,57003008,24.98620115660317,0.0,0.0,0.34076684215251035
jetson_jetson_test_1280x720_paced_software_native,0,93102080,73392128,66637824,24.99424727623911,0.0,0.0,0.34087657675212946
jetson_jetson_test_1280x720_throughput_nvdec_rgb,0,97619968,77840384,73501696,133.79121800335432,369.905959535674,739.811919071348,1.8246715689588744
jetson_jetson_test_1280x720_paced_nvdec_rgb,0,99848192,80076800,73366528,24.973336676566987,69.0462812433724,138.0925624867448,0.34059139378361314
jetson_jetson_test_1280x720_paced_software_rgb,0,107216896,87445504,79342592,24.999707566340202,69.1191914794174,138.2383829588348,0.34095104528791537
jetson_jetson_test_1280x720_throughput_software_native,0,92766208,73056256,66298880,210.5927786026034,0.0,0.0,2.8721067158128966
jetson_jetson_test_1280x720_throughput_software_rgb,0,109051904,89174016,79212544,56.940039321400135,157.4278207158071,314.8556414316142,0.7765597207027023
jetson_jetson_test_1280x720_throughput_nvdec_rgb,1,97337344,77635584,71049216,134.29497706222415,371.2987525816373,742.5975051632746,1.8315419364317396
jetson_jetson_test_1280x720_paced_software_native,1,92930048,73297920,66430976,24.99434012393992,0.0,0.0,0.34087784302776725
jetson_jetson_test_1280x720_throughput_software_native,1,92626944,72916992,66115584,209.9872134135029,0.0,0.0,2.8638478958380666
jetson_jetson_test_1280x720_throughput_nvdec_native,1,82993152,63291392,58918912,996.3980144903823,0.0,0.0,13.58907673866973
jetson_jetson_test_1280x720_throughput_software_rgb,1,109043712,89341952,81306624,57.350904449551834,158.56378062212093,317.12756124424186,0.7821631820449576
jetson_jetson_test_1280x720_paced_nvdec_rgb,1,97513472,77717504,71394304,24.972132168938003,69.04295102067981,138.08590204135962,0.3405749664660508
jetson_jetson_test_1280x720_paced_software_rgb,1,104980480,85340160,77260800,24.98470223991221,69.07770475290928,138.15540950581857,0.3407463996248838
jetson_jetson_test_1280x720_paced_nvdec_native,1,83140608,63414272,59334656,24.984457009997207,0.0,0.0,0.3407430551299278
jetson_jetson_test_1280x720_paced_nvdec_rgb,2,97263616,77549568,73273344,24.969087272868475,69.03453249202676,138.0690649840535,0.34053343956038823
jetson_jetson_test_1280x720_paced_software_native,2,95285248,75472896,68597760,24.9955941029563,0.0,0.0,0.34089494504607165
jetson_jetson_test_1280x720_throughput_nvdec_rgb,2,99192832,79585280,75448320,125.49844729994028,346.9781070948749,693.9562141897497,1.711573092420337
jetson_jetson_test_1280x720_paced_nvdec_native,2,82862080,63246336,58940416,24.986817319922462,0.0,0.0,0.3407752455119187
jetson_jetson_test_1280x720_throughput_software_rgb,2,109137920,89530368,81235968,56.919886242268554,157.3721014826241,314.7442029652482,0.7762848689518388
jetson_jetson_test_1280x720_paced_software_rgb,2,107401216,87572480,79425536,25.000806896847827,69.12223090840487,138.24446181680975,0.3409660381787201
jetson_jetson_test_1280x720_throughput_software_native,2,99377152,79556608,72783872,211.27302735622143,0.0,0.0,2.8813840852775754
jetson_jetson_test_1280x720_throughput_nvdec_native,2,83083264,63291392,59354112,1021.0234903927857,0.0,0.0,13.924923937176219
jetson_jetson_test_1280x720_paced_nvdec_native,3,85520384,65798144,56905728,24.990427022784605,0.0,0.0,0.3408244753663383
jetson_jetson_test_1280x720_throughput_software_native,3,92921856,73195520,66317312,208.16326522628995,0.0,0.0,2.838972523222967
jetson_jetson_test_1280x720_paced_software_native,3,92913664,73441280,66523136,25.00406173362551,0.0,0.0,0.3410104282980304
jetson_jetson_test_1280x720_throughput_nvdec_native,3,78831616,59097088,53017600,1018.2291306115034,0.0,0.0,13.886813895856315
jetson_jetson_test_1280x720_paced_software_rgb,3,100802560,81162240,72738816,25.013803687096008,69.15816443408305,138.3163288681661,0.34114329102092816
jetson_jetson_test_1280x720_throughput_software_rgb,3,104972288,85159936,77179904,57.27346354913459,158.34967202064732,316.69934404129464,0.7811070274529397
jetson_jetson_test_1280x720_throughput_nvdec_rgb,3,92418048,72675328,66485248,133.4695410602534,369.0165871233886,738.0331742467772,1.8202844740416944
jetson_jetson_test_1280x720_paced_nvdec_rgb,3,97325056,77660160,73099264,24.96888873112573,69.03398356381642,138.06796712763284,0.3405307318081258
jetson_jetson_test_1280x720_throughput_nvdec_rgb,4,101384192,81604608,75229184,132.58232593863715,366.56361475514404,733.1272295102881,1.8081844555791748
jetson_jetson_test_1280x720_throughput_software_native,4,96759808,77279232,70173696,209.26311257445232,0.0,0.0,2.8539724628029797
jetson_jetson_test_1280x720_throughput_nvdec_native,4,78716928,58900480,54770688,994.4480632046093,0.0,0.0,13.562482910426716
jetson_jetson_test_1280x720_paced_nvdec_rgb,4,97488896,77799424,73267200,24.972068322586754,69.04277449828786,138.0855489965757,0.3405740957166575
jetson_jetson_test_1280x720_throughput_software_rgb,4,104689664,84971520,76897280,57.46923219671369,158.89093317747398,317.78186635494797,0.7837769596851296
jetson_jetson_test_1280x720_paced_software_native,4,88969216,69156864,62171136,25.002885009906294,0.0,0.0,0.3409943799030235
jetson_jetson_test_1280x720_paced_software_rgb,4,107425792,87674880,79215616,24.99970394226444,69.11918145957272,138.23836291914543,0.3409509958620404
jetson_jetson_test_1280x720_paced_nvdec_native,4,86167552,66498560,57033728,24.98863834536574,0.0,0.0,0.34080008102356346
jetson_jetson_test_1280x720_paced_software_native,5,99393536,79593472,72968192,24.999133985537195,0.0,0.0,0.34094322267743793
jetson_jetson_test_1280x720_paced_nvdec_rgb,5,98934784,79122432,75074560,24.969293341197062,69.03510222974164,138.07020445948328,0.34053624996174375
jetson_jetson_test_1280x720_throughput_nvdec_rgb,5,99287040,79654912,73122816,123.78476744944125,342.2401250442151,684.4802500884302,1.6882015815830198
jetson_jetson_test_1280x720_paced_nvdec_native,5,83021824,63311872,57021440,24.987834320683447,0.0,0.0,0.34078911557306213
jetson_jetson_test_1280x720_throughput_software_rgb,5,104648704,84987904,76816384,57.226713097067446,158.22041637077206,316.4408327415441,0.7804694353748053
jetson_jetson_test_1280x720_throughput_nvdec_native,5,83128320,63426560,59092992,998.7035688216248,0.0,0.0,13.620520352844785
jetson_jetson_test_1280x720_paced_software_rgb,5,109105152,89378816,81234944,25.014003905419305,69.1587179977033,138.3174359954066,0.34114602163873375
jetson_jetson_test_1280x720_throughput_software_native,5,96710656,77230080,70252544,212.32982023195524,0.0,0.0,2.8957968392939217
jetson_jetson_test_1920x1080_throughput_nvdec_native,0,80642048,60833792,55409664,475.7841164122009,0.0,0.0,13.32266095276127
jetson_jetson_test_1920x1080_paced_nvdec_native,0,81743872,62029824,55353344,24.977044867868084,0.0,0.0,0.6993943027896742
jetson_jetson_test_1920x1080_paced_software_native,0,108453888,88662016,68068352,24.995191608727808,0.0,0.0,0.6999024384493822
jetson_jetson_test_1920x1080_throughput_nvdec_rgb,0,121290752,101502976,69425152,64.09961354583905,398.7508759459555,797.501751891911,1.7948842532069404
jetson_jetson_test_1920x1080_paced_nvdec_rgb,0,117620736,97914880,65597440,24.92259526562977,155.03848062842968,310.07696125685936,0.697869633166182
jetson_jetson_test_1920x1080_paced_software_rgb,0,133976064,114360320,92380160,24.249277864601847,150.84990774011516,301.6998154802303,0.6790157472585704
jetson_jetson_test_1920x1080_throughput_software_native,0,108208128,88514560,67921920,93.61004424717478,0.0,0.0,2.6212200833489385
jetson_jetson_test_1920x1080_throughput_software_rgb,0,139444224,119783424,98417664,24.017175115846385,149.4060429606572,298.8120859213144,0.6725165260336358
jetson_jetson_test_1920x1080_throughput_nvdec_rgb,1,118992896,99282944,67330048,62.726776821392384,390.2107332505177,780.4214665010354,1.7564427887015206
jetson_jetson_test_1920x1080_paced_software_native,1,106143744,86335488,65490944,25.029359131693823,0.0,0.0,0.7008591797704344
jetson_jetson_test_1920x1080_throughput_software_native,1,105684992,86016000,65138688,92.78875495146251,0.0,0.0,2.598222764915073
jetson_jetson_test_1920x1080_throughput_nvdec_native,1,82276352,62644224,55217152,475.8327348299614,0.0,0.0,13.324022340570446
jetson_jetson_test_1920x1080_throughput_software_rgb,1,133951488,114319360,92337152,25.67278381563173,159.70525356028185,319.4105071205637,0.7188760252620056
jetson_jetson_test_1920x1080_paced_nvdec_rgb,1,119005184,99209216,67412992,24.90444183635361,154.9255517755885,309.851103551177,0.6973613102208932
jetson_jetson_test_1920x1080_paced_software_rgb,1,136249344,116424704,94592000,25.135935972575155,156.36563049819554,312.7312609963911,0.703843489392171
jetson_jetson_test_1920x1080_paced_nvdec_native,1,80216064,60735488,55521280,24.97359599938774,0.0,0.0,0.6992977293567887
jetson_jetson_test_1920x1080_paced_nvdec_rgb,2,118677504,98971648,67090432,24.847594191751853,154.57191394804994,309.1438278960999,0.6957694918543966
jetson_jetson_test_1920x1080_paced_software_native,2,108007424,88305664,67476480,25.002058231519268,0.0,0.0,0.7000947140722654
jetson_jetson_test_1920x1080_throughput_nvdec_rgb,2,119382016,99741696,65452032,63.03921438185471,392.1543448266418,784.3086896532836,1.7651915038085655
jetson_jetson_test_1920x1080_paced_nvdec_native,2,82100224,62283776,55333888,24.975120342445564,0.0,0.0,0.6993404132233461
jetson_jetson_test_1920x1080_throughput_software_rgb,2,133779456,114077696,90655744,24.350765822253376,151.4812440270738,302.9624880541476,0.6818575606019315
jetson_jetson_test_1920x1080_paced_software_rgb,2,133763072,114282496,92126208,25.089056527588504,156.07400284682257,312.14800569364513,0.7025307953999452
jetson_jetson_test_1920x1080_throughput_software_native,2,110022656,90370048,69535744,93.5081100321227,0.0,0.0,2.618365774136463
jetson_jetson_test_1920x1080_throughput_nvdec_native,2,82485248,63012864,55434240,475.7816780039374,0.0,0.0,13.32259267371319
jetson_jetson_test_1920x1080_paced_nvdec_native,3,84013056,64344064,59390976,24.979077771734502,0.0,0.0,0.6994512271131804
jetson_jetson_test_1920x1080_throughput_software_native,3,110505984,90755072,69927936,91.48945462735139,0.0,0.0,2.5618404286898167
jetson_jetson_test_1920x1080_paced_software_native,3,112033792,92332032,71578624,24.994701135940407,0.0,0.0,0.6998887044838552
jetson_jetson_test_1920x1080_throughput_nvdec_native,3,86167552,66560000,59325440,475.8161978614661,0.0,0.0,13.32355928092459
jetson_jetson_test_1920x1080_paced_software_rgb,3,131923968,112271360,90194944,25.08146742153779,156.0267925359023,312.0535850718046,0.7023182891742001
jetson_jetson_test_1920x1080_throughput_software_rgb,3,134098944,114491392,92421120,25.884123367799774,161.01995464640885,322.0399092928177,0.7247938461860735
jetson_jetson_test_1920x1080_throughput_nvdec_rgb,3,117248000,97538048,65532928,54.33704408021333,338.0198838141911,676.0397676283822,1.5215178281167232
jetson_jetson_test_1920x1080_paced_nvdec_rgb,3,114761728,95096832,63121408,24.87830254862177,154.7629444944663,309.5258889889326,0.6966293713940488
jetson_jetson_test_1920x1080_throughput_nvdec_rgb,4,117399552,97681408,65501184,63.37702932944852,394.25582405263333,788.5116481052667,1.7746508233955776
jetson_jetson_test_1920x1080_throughput_software_native,4,105701376,85991424,65484800,92.11528822805373,0.0,0.0,2.579364697759319
jetson_jetson_test_1920x1080_throughput_nvdec_native,4,85983232,66191360,57698304,473.48152180049857,0.0,0.0,13.258184888375826
jetson_jetson_test_1920x1080_paced_nvdec_rgb,4,116486144,97009664,65099776,24.95065803498239,155.21305350401846,310.4261070080369,0.6986554323313575
jetson_jetson_test_1920x1080_throughput_software_rgb,4,133894144,114192384,92599296,24.3600410642542,151.53894345251254,303.0778869050251,0.6821172811351929
jetson_jetson_test_1920x1080_paced_software_native,4,108531712,88756224,67958784,25.014888740061345,0.0,0.0,0.7004539873419294
jetson_jetson_test_1920x1080_paced_software_rgb,4,137674752,117964800,96423936,25.065455708138725,155.92718686918937,311.85437373837874,0.7018699374501092
jetson_jetson_test_1920x1080_paced_nvdec_native,4,86376448,66576384,59653120,24.970630357376052,0.0,0.0,0.6992146869817575
jetson_jetson_test_1920x1080_paced_software_native,5,112390144,92708864,71568384,25.029151276111364,0.0,0.0,0.7008533595058297
jetson_jetson_test_1920x1080_paced_nvdec_rgb,5,112640000,92856320,60975104,24.819303688308487,154.39592438422943,308.79184876845886,0.6949773157969001
jetson_jetson_test_1920x1080_throughput_nvdec_rgb,5,116527104,96718848,65117184,63.86179986942096,397.27148462769395,794.5429692553879,1.788225117536882
jetson_jetson_test_1920x1080_paced_nvdec_native,5,84410368,64716800,57768960,24.982998759152803,0.0,0.0,0.6995610205765856
jetson_jetson_test_1920x1080_throughput_software_rgb,5,134029312,114421760,92559360,24.301455236003214,151.1744927321288,302.3489854642576,0.6804767910484065
jetson_jetson_test_1920x1080_throughput_nvdec_native,5,82423808,62644224,57711616,475.85057379882556,0.0,0.0,13.324521858157784
jetson_jetson_test_1920x1080_paced_software_rgb,5,135880704,116310016,94436352,25.149353613929623,156.4490989615334,312.8981979230668,0.70421920325143
jetson_jetson_test_1920x1080_throughput_software_native,5,111857664,92241920,71625728,91.86888851544768,0.0,0.0,2.5724651403410044
